id,price,baths,rooms,sqft,description,location
103889765,475000,2,4,100,"Gilmar presents this exclusive 100 square meter apartment located in the prestigious area of Prosperidad, Chamartín. With many renovation possibilities, this property offers endless opportunities to create the home of your dreams. The apartment currently features a spacious living room, an independent kitchen, three bedrooms, a storage room, and two full bathrooms. Its excellent location, just 5 minutes from Príncipe de Vergara street, makes it an ideal option for those looking to live in a quiet and well-connected area. 

The Prosperidad neighborhood, in the Chamartín district, is one of the most sought-after places in Madrid due to its family-friendly atmosphere and the wide range of services it offers. Additionally, it is surrounded by green spaces, which adds a special charm. In this area, you can enjoy a variety of leisure activities, such as the National Auditorium of Music and Berlin Park. You will also find a great variety of shops, stores, and well-known supermarkets.

Regarding education, the neighborhood has a wide selection of high-quality public and private schools, as well as the renowned design, innovation, and technology university school, ESNE. As for transportation, the area is well-connected, with several nearby metro stops, such as Prosperidad, Cartagena, and Alfonso XIII. Additionally, the Avenida de América interchange is within walking distance, providing connections to multiple bus lines (40, 43, 72, 9). It is also easy to access the main roads of Madrid, like the M30 and A2, allowing you to reach the airport in just a few minutes.

In summary, this apartment in Prosperidad, Chamartín, is a unique opportunity to live in an exclusive neighborhood, surrounded by services and with excellent transportation connections. Gilmar is a renowned real estate company with more than 35 years of experience in the sector. Since 1983, we have helped thousands of clients find the home of their dreams. Our team of real estate market experts is always ready to provide you with the best advice and support you throughout the buying or selling process of your home.

If you would like more information about this magnificent apartment in Prosperidad, do not hesitate to contact us. Our team will be happy to provide you with all the details and assist you with reference 192347. Gilmar Team Avda. América C/ López de Hoyos corner Corazón de María.",Chamartín
103553113,990000,1,2,104,"Bright exterior apartment on Monte Esquinza. Engel & Völkers is pleased to present this unique property exclusively located on one of the best streets in Almagro. This exterior apartment, situated on a high floor, enjoys incredible light thanks to its East orientation. Its 104 square meters are currently distributed in a spacious bedroom, a bathroom with a window, an equipped kitchen, a large exterior living room with a dining area and a sitting area or second bedroom, a balcony, and a lookout. It boasts beautiful views of the classic buildings that line this street. The building has a doorman. With a privileged location in the best area of Almagro, next to the coveted Justicia neighborhood and just a step away from the sought-after Recoletos area. A very special opportunity we offer at Engel & Völkers. 

This property is located in the Almagro neighborhood, considered one of the most elegant in Madrid, as its streets house some of the most luxurious and stately homes in the city. It is home to several embassies, including those of Germany, Sweden, and Britain. This area has numerous art galleries, charming hotels like Santo Mauro, which is very close to this property, and international cultural centers like the Goethe Institute, which choose this neighborhood as their base. The transportation infrastructure around the property is very comprehensive. Both to the city center and to the airport are just a few minutes away by car, and there is extensive public transport connecting to the entire center of the capital. The area offers a wide range of educational options, including both private and semi-private schools.",Chamberí
100760809,1950000,7,6,650,"From De Salas Real Estate Consultants. Reference MIV01931. Fantastic semi-detached chalet in Mirasierra of 650 m² on a 750 m² plot with established vegetation. It has 4 floors and includes 6 bedrooms, 1 study, 6 bathrooms, and 1 guest toilet. Enjoy a pool, porch, semi-perimeter garden, and garage for 3 cars. 

Ground floor: We are welcomed by an open hall that extends to the ceiling, where we can see the staircase leading to the upper floor, including a second floating staircase that ascends to the attic level. There is a guest toilet. On the left, there is a room designated as an office-library. Straight ahead, sliding doors lead to a living-dining room with two areas and a fireplace. On the right, we enter the kitchen area, where we first find a service room with a full bathroom and opposite a wonderful pantry along with the door leading down to the garage. The kitchen has three separate areas: a cooking area, a central office area, and a laundry area. This space could be combined into a gigantic kitchen.

First floor: This is the sleeping area, where on one side we find a master bedroom with a dressing room and a sizable bathroom that has a one-meter by one-meter shower and a jacuzzi bathtub, with access to a terrace. On the other side of the staircase, there are three more bedrooms, each with its own en-suite bathroom and fully fitted wardrobes; all are spacious.

Second floor: The second floor, which becomes a semi-attic apartment, is accessed by the floating staircase, providing great openness to the hall area, which is also illuminated by a skylight in the center. Here we find a lounge and a bedroom with a bathroom.

Semi-basement: In the basement, there is a 60-square-meter garage with space for 3 vehicles, including an area in the back converted into a workshop. We also find the boiler room with 2 Ferroli boilers, one for heating and another for hot water, equipped with double pumps for each circuit (back-up) and a water accumulator that keeps the water circulating so that hot water is available instantly when you turn on the tap. On the other side of the garage, there is a large room of 127 m², ideal for creating a wine cellar. 

MANY OF OUR PROPERTIES DO NOT APPEAR ON IDEALISTA. CHECK OUR ""De Salas"" WEBSITE FOR MORE EXCLUSIVE HOMES.",Fuencarral
103930746,1250000,5,4,367,"Suma Inmobiliaria presents this family townhouse located in the Quinta de los Molinos area of Madrid. With an elegant design and amenities, the property comprises 4 floors. 

Entrance Floor:
A spacious kitchen with an office area, accessible from the hallway and the living room, providing a functional and aesthetic space. A roomy living room with access to a charming terrace that connects to the communal areas with a garden and swimming pool, offering a serene environment for daily enjoyment. Gas heating via radiators and air conditioning units for optimal climate comfort. A guest toilet is also located on the entrance floor.

Second Floor:
Three bright bedrooms featuring three bathrooms, two of which are en suite, offering privacy and comfort. Ample built-in wardrobes ensure plenty of storage space. The master bedroom includes a walk-in closet.

Attic Floor:
One bedroom with its own bathroom and a cozy lounge area. A private terrace in the attic with views creates a perfect space for relaxation. The orientation of the garden and terrace is southeast, providing natural lighting and pleasant views. Situated in a small community of 30 neighbors, this property is a unique opportunity for comfortable living. Quinta de los Molinos, located in a privileged area of Madrid, offers residents a range of amenities such as parks and green spaces.

Basement Floor:
A living-dining room with a fully equipped kitchen, illuminated by natural light. An office, a mini-wine cellar, and a storage room. Access to 3 parking spaces in a communal garage, providing convenience and security. The communal areas are easily accessible for individuals with disabilities. The proximity to public transportation options, such as the metro and buses, and accessibility to urban services make this location an attractive choice for those seeking a comfortable and connected residence.",San Blas
103259248,649000,2,2,73,"NEWLY RENOVATED EXTERIOR APARTMENT IN THE SALAMANCA NEIGHBORHOOD. In the heart of Goya, surrounded by shops and amazing restaurants, we find an exterior apartment that has been newly renovated. A cozy and bright mezzanine, distributed into 2 bedrooms and 2 bathrooms, one of which is en suite, with an integrated kitchen and living room featuring large windows overlooking the street. Excellent materials, meticulous execution, and interior design created by a team of architects make this property a unique opportunity for living or investing. Can you imagine living here? MANY OF OUR PROPERTIES DO NOT APPEAR ON IDEALISTA, CHECK OUR WEBSITE FOR MORE EXCLUSIVE PROPERTIES.",Goya
103964624,2575000,4,4,215,"GILMAR REAL ESTATE CONSULTING CENTER presents this luxurious and elegant high-rise apartment located in the exclusive Palacio neighborhood, in the central district of Madrid. Housed in a building constructed in 1890, this 215 square meter apartment offers a unique living experience in one of the most prestigious areas of the city. Upon entering the property, you are welcomed by an impressive grand foyer, where you can appreciate the exquisite quality and attention to detail that has been invested in every corner of this apartment. With four main bedrooms and four bathrooms, this property is ideal for families seeking a spacious and comfortable environment. 

The apartment boasts exceptional brightness, thanks to its privileged location and its eight balconies that allow natural light to flood in throughout the day. Furthermore, its porcelain floors and careful maintenance make this apartment a cozy yet sophisticated space. From the balconies, you can enjoy stunning views of the Almudena Cathedral and the Royal Palace, two of Madrid's most iconic landmarks. Additionally, this exclusive apartment is within short distance of renowned schools, such as Colegio San Isidro, which is less than 10 kilometers away. 

For shopping enthusiasts, the nearest shopping center is Príncipe Pío Shopping Center, where you will find a wide variety of shops, restaurants, and cinemas. The property is also well-connected by public transport, with the Santo Domingo and Ópera metro stations just a few minutes away, as well as commuter train lines C3 and C4. In terms of bus transportation, the nearest stops to this property's location are at Plaza de España and Gran Vía, providing connections to different parts of the city. 

The Palacio neighborhood is known for its history and elegant atmosphere. Surrounded by cobblestone streets and historic buildings, this area offers a wide range of cultural and leisure options. You can stroll through its charming squares, visit museums, and enjoy the vibrant nightlife in the area. 

Gilmar is a renowned real estate company that has been helping its clients find their dream homes since 1983. With a team of highly qualified professionals and a broad portfolio of exclusive properties, Gilmar has become a benchmark in the real estate sector in Madrid. 

If you are interested in obtaining more information about this luxurious apartment in Palacio, do not hesitate to contact our team at the Gilmar office located at Plaza de Herradores, 4. You can call us or send us an email. Please provide us with the property reference (190345) so we can give you the information you need. We will be pleased to assist you in your search for your dream home. 

At Gilmar, we have been dedicated to offering our clients the best properties for 40 years. We cover all real estate needs: residences, offices, commercial premises, land, and rural estates. We have over 30 specialized teams in different areas serving more than 90,000 national and international clients, providing the necessary advice to ensure their safety, legal effectiveness, and the best financial and tax profitability. Central Office (Chueca - Justicia, Malasaña - Universidad, Palacio, Sol, Huertas - Cortes - Paseo Florida).",Palacio
103327888,1495000,3,4,224,"Spectacular newly built home in the Lista area. It is located on the 2nd floor, exterior with magnificent natural light in all rooms. It features 224 m2 distributed over 4 bedrooms, the main one en suite, and a total of 3 bathrooms, an exterior living room with balconies, and a semi-independent kitchen equipped with appliances. GILMAR SALAMANCA This distinguished residential neighborhood has become one of the most important commercial areas in the city and one of the highest living standards in Europe, with Madrid's largest luxury shopping area around Serrano, Claudio Coello, and Ortega y Gasset streets. It is also notable for its stately facades, making Madrid one of the most European capitals in terms of classical and avant-garde architecture. The Salamanca neighborhood is undoubtedly one of the most elegant and prestigious residential areas in Europe. It houses one of the city's main sports facilities, the Wizink Center, inaugurated in 2005 on the site of the old Palacio de los Deportes. Additionally, it hosts various institutions such as the Royal Mint and the National Mint and Stamp Factory. The neighborhood is diagonally crossed by Alcalá street, which, along with streets like Jorge Juan, Goya, and Hermosilla, gives it a predominantly commercial character. At Gilmar, we have been working to offer our clients the best properties for 39 years. We cover all real estate needs: homes, offices, commercial premises, plots, rural estates, and land for construction. We have over 30 specialized teams in different areas serving more than 90,000 national and international clients, providing the necessary advice to ensure their security, legal effectiveness, and the best financial-fiscal return.",Lista
103326130,137000,1,2,68,"WE ARE OWNERS! Enjoy all the advantages of buying directly from the owner. At Clikalia, we present this apartment located on the ground floor interior with an elevator. It has a total area of 68 m², distributed into a living room and dining area, independent kitchen, 2 bedrooms, and 1 bathroom. Additionally, it has an elevator. Situated on Calle Lago De Constanza, it boasts a location that will allow you to be surrounded by supermarkets, bars and restaurants, parks, and bus stops. The nearest metro station is Quintana (Line 5). Schedule your in-person visit, and we will assist you throughout the process. Call us Monday to Friday from 9:00 AM to 8:00 PM. At Clikalia, we offer you the possibility of completely renovating your home at a very competitive price. Ask us!",Ventas
103916439,720000,2,2,125,"Puerta de Hierro - THE COLLECTION: Brand new, built in 2022, designed by Joaquín Torres (A-Cero). It is a unique urbanization with superior quality and amenities in the common areas that are exceptional for Madrid and well above average. The common areas include a large pool with comfortable high-end loungers, a spa that rivals the best spas, and communal spaces that exude luxury from the street entrance to the apartment. There is a communal lounge with a kitchen, ideal for hosting events with friends or family without dirtying your own home. Community gym and children's playground. This property is laid out with 2 bedrooms, 2 bathrooms, a living room, and an integrated kitchen. The parking space and storage room are accessible directly through the elevator.",Moncloa
104174688,1660000,3,3,228,"DIZA Consultores presents this stunning residence in the Cortes neighborhood, just a few minutes from the Paseo del Prado. The property is located in a classic building constructed in 1913, which has been beautifully maintained over the years, giving it a regal personality representative of the era. Among the features of the home, the first thing to highlight is its generous size and the numerous renovation possibilities. It offers a layout of three bedrooms, all en suite, a spacious living-dining room with three balconies facing the street, and a fully equipped independent kitchen. We will be delighted to assist you. DIZA Consultores Inmobiliarios. Luxury real estate in Madrid specializing in buying, selling, and renting apartments in the premium areas of Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. We turn dreams into homes.",Huertas-Cortes
102750021,5500000,8,8,1150,"QUARTIERS Real Estate Experts. French Real Estate Agents. Real Estate Services. Quartiers presents this spectacular designer chalet located in the upscale area of Conde de Orgaz. It is a unique product in the area: a modern concept, top construction quality, and high-end finishes. In addition to its very spacious and bright interior spaces, it features an impressive outdoor area, with a garden, a large porch with a sitting area and outdoor dining, a private pool, gym, spa, and several terraces. 

DISTRIBUTION:
MAIN FLOOR: Entrance hall, office, guest restroom, 2 living rooms at different levels with direct access to the porch and the outdoor terrace with the individual pool, dining area, kitchen with an office and service area with 2 bedrooms and a bathroom. 

FIRST FLOOR: 4 bedrooms, 3 bathrooms. The master bedroom has fantastic views and direct access to the outdoor terrace, a walk-in closet, and a bathroom with a jacuzzi. One of the bedrooms is en suite with an attached bathroom. Finally, the other two bedrooms share one bathroom.

SECOND FLOOR: 2 bedrooms with 2 bathrooms. A fantastic sitting area with access to a 130 m2 terrace and views of the entire Parque Conde de Orgaz. 

SEMI-BASEMENT: Service area. Laundry room. Pantry and storage rooms. Gym with spa and Turkish bath, with access to the garden and outdoor pool. Garage with capacity for 6 cars. Additionally, it has a completely open lower area prepared for installation of a cinema room, wine cellar, etc.

FEATURES: Individual natural gas heating with underfloor heating. A/C. Home automation. SCHUCO exterior carpentry with electric closure. Motorized blinds. Solar panels (for hot water and sanitation). Marble floors and teak flooring.

IN ADDITION TO THIS PROPERTY, YOU CAN CONSULT OTHER UNPUBLISHED PROPERTIES ON QUARTIERSINMOBILIARIA.COM.",Hortaleza
